claim_id,customer_id,claim_date,claim_amount,claim_type,status,adjuster_id
CL001550,C00057,2024-11-13,13927.64,Medical,Approved,ADJ031
CL001551,C00189,2025-07-01,12393.93,Theft,Under Review,ADJ040
CL001552,C00698,2025-07-28,6867.38,Theft,Open,ADJ028
CL001553,C00150,2024-10-04,9724.86,Property,Closed,ADJ048
CL001554,C00674,2024-08-16,3989.89,Theft,Denied,ADJ013
CL001555,C00488,2025-01-13,13361.39,Collision,Denied,ADJ032
CL001556,C00377,2023-04-19,10181.65,Liability,Approved,ADJ045
CL001557,C00820,2023-07-10,2056.37,Liability,Approved,ADJ010
CL001558,C00029,2022-12-10,7468.17,Liability,Open,ADJ038
CL001559,C00311,2023-07-23,2137.97,Theft,Approved,ADJ003
CL001560,C00930,2025-02-26,13652.35,Property,Approved,ADJ047
CL001561,C00470,2023-05-24,4515.11,Property,Under Review,ADJ033
CL001562,C00877,2024-05-11,22214.17,Theft,Approved,ADJ033
CL001563,C00065,2023-03-27,3030.2,Property,Under Review,ADJ042
CL001564,C00737,2024-08-26,8665.64,Liability,Closed,ADJ018
CL001565,C00804,2023-09-24,20837.92,Liability,Open,ADJ042
CL001566,C00496,2023-10-24,5959.58,Liability,Denied,ADJ043
CL001567,C00185,2025-07-15,21488.82,Theft,Under Review,ADJ009
CL001568,C00715,2023-06-17,12764.83,Medical,Denied,ADJ040
CL001569,C00850,2025-07-23,6354.72,Collision,Open,ADJ047
CL001570,C00163,2025-01-22,3859.71,Collision,Approved,ADJ044
CL001571,C00488,2024-05-31,8991.96,Property,Open,ADJ012
CL001572,C00746,2024-08-29,30320.07,Liability,Open,ADJ004
CL001573,C00627,2022-09-10,4132.02,Collision,Open,ADJ029
CL001574,C00782,2022-03-23,5927.67,Collision,Closed,ADJ021
CL001575,C00111,2023-08-02,10631.52,Liability,Closed,ADJ041
CL001576,C00588,2022-10-01,8568.79,Property,Under Review,ADJ032
CL001577,C00449,2024-02-04,17847.35,Property,Approved,ADJ034
CL001578,C00829,2025-07-21,11955.06,Collision,Denied,ADJ002
CL001579,C00645,2023-06-13,23013.41,Collision,Closed,ADJ001
CL001580,C00369,2024-10-29,11728.59,Theft,Denied,ADJ005
CL001581,C00349,2023-12-19,7106.74,Theft,Approved,ADJ013
CL001582,C00853,2024-05-15,8166.03,Theft,Under Review,ADJ023
CL001583,C00634,2025-01-29,13546.46,Property,Open,ADJ029
CL001584,C00438,2025-06-20,9569.33,Collision,Denied,ADJ006
CL001585,C00131,2024-02-06,11844.62,Medical,Open,ADJ008
CL001586,C00511,2025-08-05,8076.69,Medical,Open,ADJ015
CL001587,C00842,2025-01-03,14138.95,Medical,Approved,ADJ046
CL001588,C00367,2025-03-13,1485.32,Property,Under Review,ADJ005
CL001589,C00548,2025-03-17,20808.51,Theft,Denied,ADJ020
CL001590,C00409,2024-10-18,9470.35,Theft,Open,ADJ038
CL001591,C00483,2025-01-01,14085.44,Medical,Open,ADJ003
CL001592,C00347,2024-04-08,6610.38,Property,Under Review,ADJ049
CL001593,C00061,2025-07-18,2519.69,Theft,Under Review,ADJ049
CL001594,C00680,2025-02-21,21448.64,Liability,Open,ADJ037
CL001595,C00927,2025-03-08,21820.67,Collision,Under Review,ADJ005
CL001596,C00973,2024-03-22,6535.48,Theft,Open,ADJ036
CL001597,C00491,2025-05-16,14225.71,Medical,Open,ADJ007
CL001598,C00037,2021-07-02,7700.65,Property,Under Review,ADJ028
CL001599,C00490,2022-08-20,4899.57,Property,Open,ADJ004
CL001600,C00027,2024-04-24,27083.15,Theft,Denied,ADJ025
CL001601,C00699,2022-12-17,10412.13,Collision,Denied,ADJ031
CL001602,C00054,2023-08-21,6113.31,Liability,Closed,ADJ028
CL001603,C00719,2025-04-06,6689.09,Property,Open,ADJ029
CL001604,C00121,2024-10-24,13508.63,Medical,Under Review,ADJ013
CL001605,C00352,2024-08-11,6829.61,Collision,Closed,ADJ015
CL001606,C00095,2024-11-15,9034.95,Property,Approved,ADJ048
CL001607,C00771,2025-04-28,13380.86,Theft,Denied,ADJ003
CL001608,C00822,2024-03-20,1589.46,Collision,Open,ADJ004
CL001609,C00130,2025-05-15,12226.93,Medical,Under Review,ADJ039
CL001610,C00671,2025-08-04,13411.16,Medical,Closed,ADJ039
CL001611,C00408,2025-06-25,7441.17,Collision,Open,ADJ005
CL001612,C00257,2025-01-27,14106.37,Property,Approved,ADJ046
CL001613,C00753,2023-03-19,12294.66,Property,Approved,ADJ046
CL001614,C00310,2022-09-06,14150.69,Theft,Under Review,ADJ042
CL001615,C00251,2024-12-28,8139.24,Medical,Under Review,ADJ045
CL001616,C00555,2023-01-05,7799.96,Collision,Under Review,ADJ027
CL001617,C00723,2024-06-04,14283.17,Liability,Under Review,ADJ006
CL001618,C00209,2024-02-19,32135.39,Theft,Closed,ADJ020
CL001619,C00760,2022-01-25,8518.0,Collision,Under Review,ADJ047
CL001620,C00836,2025-04-27,18315.42,Property,Approved,ADJ042
CL001621,C00783,2022-09-25,7079.56,Collision,Open,ADJ032
CL001622,C00857,2024-03-04,989.46,Medical,Denied,ADJ025
CL001623,C00308,2022-04-24,12494.09,Collision,Open,ADJ018
CL001624,C00876,2024-01-09,9341.34,Liability,Open,ADJ025
CL001625,C00394,2023-12-17,6938.29,Property,Closed,ADJ025
CL001626,C00189,2024-09-24,10068.92,Theft,Open,ADJ043
CL001627,C00313,2025-07-14,953.94,Medical,Open,ADJ039
CL001628,C00773,2025-01-11,13450.96,Medical,Denied,ADJ014
CL001629,C00776,2022-10-13,896.5,Theft,Approved,ADJ028
CL001630,C00802,2024-10-01,11073.78,Collision,Open,ADJ036
CL001631,C00398,2025-05-11,14310.87,Medical,Denied,ADJ030
CL001632,C00435,2025-01-08,18206.73,Theft,Under Review,ADJ011
CL001633,C00984,2023-03-21,6028.72,Property,Closed,ADJ001
CL001634,C00288,2024-01-03,12094.04,Medical,Open,ADJ016
CL001635,C00790,2025-05-08,8370.67,Medical,Denied,ADJ026
CL001636,C00040,2022-12-03,9425.44,Medical,Under Review,ADJ043
CL001637,C00257,2025-05-11,11845.18,Theft,Open,ADJ008
CL001638,C00315,2025-07-21,15919.81,Medical,Closed,ADJ029
CL001639,C00474,2023-09-15,750.37,Collision,Approved,ADJ003
CL001640,C00990,2025-03-31,12188.33,Theft,Closed,ADJ027
CL001641,C00060,2023-06-09,8903.77,Collision,Under Review,ADJ040
CL001642,C00565,2025-06-21,5053.38,Collision,Approved,ADJ012
CL001643,C00265,2024-06-27,11606.66,Medical,Under Review,ADJ032
CL001644,C00131,2023-08-22,3797.57,Property,Closed,ADJ040
CL001645,C00672,2025-07-26,1218.91,Collision,Open,ADJ012
CL001646,C00701,2024-08-14,7847.43,Liability,Denied,ADJ021
CL001647,C00043,2024-01-23,14729.78,Medical,Under Review,ADJ002
CL001648,C00695,2023-01-10,12751.5,Medical,Denied,ADJ046
CL001649,C00046,2022-12-01,9208.39,Medical,Open,ADJ005
CL001650,C00520,2024-11-26,6935.28,Theft,Open,ADJ016
CL001651,C00209,2024-08-15,9775.87,Liability,Open,ADJ042
CL001652,C00437,2023-03-28,13199.87,Property,Open,ADJ021
CL001653,C00622,2025-05-01,11928.38,Medical,Approved,ADJ042
CL001654,C00384,2025-06-12,7324.93,Medical,Denied,ADJ002
CL001655,C00165,2024-11-14,5840.38,Medical,Closed,ADJ038
CL001656,C00027,2024-10-13,3492.04,Medical,Denied,ADJ046
CL001657,C00800,2025-03-30,11259.63,Theft,Under Review,ADJ014
CL001658,C00388,2024-08-15,12545.54,Collision,Closed,ADJ025
CL001659,C00781,2024-08-27,23626.8,Collision,Closed,ADJ037
CL001660,C00516,2024-12-22,14968.29,Theft,Approved,ADJ035
CL001661,C00751,2024-11-14,2258.01,Theft,Open,ADJ039
CL001662,C00484,2024-11-02,20321.28,Medical,Under Review,ADJ013
CL001663,C00857,2023-07-21,8841.03,Property,Under Review,ADJ016
CL001664,C00819,2025-03-17,11630.83,Medical,Closed,ADJ030
CL001665,C00323,2025-07-13,18332.93,Property,Approved,ADJ047
CL001666,C00981,2024-02-28,13263.29,Medical,Open,ADJ023
CL001667,C00574,2024-06-14,7831.83,Medical,Approved,ADJ039
CL001668,C00236,2025-04-18,13451.21,Theft,Closed,ADJ035
CL001669,C00251,2025-06-24,11758.5,Liability,Denied,ADJ043
CL001670,C00142,2025-06-25,9280.41,Medical,Under Review,ADJ021
CL001671,C00121,2025-02-17,1681.84,Liability,Denied,ADJ010
CL001672,C00590,2025-05-24,7665.9,Property,Closed,ADJ030
CL001673,C00016,2025-01-31,2918.18,Liability,Under Review,ADJ049
CL001674,C00568,2025-03-21,21304.11,Collision,Closed,ADJ003
CL001675,C00854,2024-01-31,14795.05,Collision,Closed,ADJ033
CL001676,C00888,2025-08-05,8174.99,Liability,Approved,ADJ023
CL001677,C00131,2021-07-02,6333.6,Theft,Closed,ADJ046
CL001678,C00301,2023-09-23,2225.93,Medical,Denied,ADJ039
CL001679,C00632,2025-05-23,4583.67,Collision,Under Review,ADJ029
CL001680,C00933,2025-05-05,6428.68,Liability,Approved,ADJ019
CL001681,C00776,2023-06-01,7418.04,Property,Closed,ADJ047
CL001682,C00785,2024-02-12,20993.7,Theft,Open,ADJ010
CL001683,C00918,2023-07-09,612.86,Theft,Under Review,ADJ044
CL001684,C00665,2025-08-02,7076.14,Medical,Approved,ADJ012
CL001685,C00521,2024-10-16,19530.89,Collision,Closed,ADJ020
CL001686,C00506,2025-06-20,5446.2,Theft,Denied,ADJ034
CL001687,C00594,2024-12-17,7869.3,Liability,Under Review,ADJ021
CL001688,C00394,2024-04-13,5119.39,Property,Closed,ADJ003
CL001689,C00834,2021-07-13,14203.26,Property,Approved,ADJ034
CL001690,C00285,2024-05-14,8839.5,Theft,Under Review,ADJ007
CL001691,C00356,2025-02-09,4629.47,Collision,Under Review,ADJ018
CL001692,C00499,2021-03-02,6864.29,Property,Under Review,ADJ017
CL001693,C00621,2021-12-26,11425.3,Property,Under Review,ADJ010
CL001694,C00099,2024-11-22,3499.23,Theft,Closed,ADJ002
CL001695,C00613,2023-12-16,13586.85,Theft,Denied,ADJ013
CL001696,C00007,2024-04-29,7581.31,Collision,Under Review,ADJ014
CL001697,C00289,2024-10-09,14156.19,Theft,Approved,ADJ047
CL001698,C00456,2025-04-05,8052.96,Liability,Under Review,ADJ008
CL001699,C00734,2025-05-30,25186.47,Liability,Approved,ADJ032
CL001700,C00270,2023-09-13,1759.53,Property,Under Review,ADJ047
CL001701,C00685,2025-06-20,2188.71,Medical,Open,ADJ048
CL001702,C00813,2025-03-24,3725.41,Collision,Under Review,ADJ011
CL001703,C00520,2024-11-09,5362.39,Liability,Denied,ADJ044
CL001704,C00796,2025-02-25,1574.28,Medical,Open,ADJ028
CL001705,C00103,2024-10-16,14019.34,Theft,Under Review,ADJ013
CL001706,C00862,2024-03-16,8593.47,Collision,Open,ADJ016
CL001707,C00141,2025-02-28,9001.98,Property,Closed,ADJ017
CL001708,C00482,2024-06-15,6237.68,Liability,Under Review,ADJ009
CL001709,C00204,2025-06-06,9704.2,Collision,Denied,ADJ047
CL001710,C00768,2023-07-25,6974.65,Liability,Denied,ADJ040
CL001711,C00214,2022-11-23,10794.86,Collision,Approved,ADJ045
CL001712,C00270,2024-02-28,9393.98,Theft,Closed,ADJ041
CL001713,C00358,2023-10-30,7521.38,Property,Under Review,ADJ015
CL001714,C00897,2025-04-03,4735.68,Liability,Approved,ADJ041
CL001715,C00402,2023-12-19,18735.47,Medical,Open,ADJ015
CL001716,C00116,2024-10-29,14462.32,Medical,Approved,ADJ029
CL001717,C00334,2025-08-04,4087.25,Liability,Open,ADJ012
CL001718,C00476,2023-07-17,31040.61,Medical,Approved,ADJ046
CL001719,C00132,2022-09-20,23246.22,Liability,Denied,ADJ027
CL001720,C00704,2022-10-24,3905.47,Medical,Under Review,ADJ033
CL001721,C00221,2023-10-05,30595.04,Collision,Denied,ADJ050
CL001722,C00331,2023-12-21,7803.54,Liability,Approved,ADJ028
CL001723,C00409,2024-06-25,4280.14,Collision,Under Review,ADJ032
CL001724,C00746,2023-03-12,7850.24,Collision,Under Review,ADJ029
CL001725,C00420,2022-08-15,3709.0,Property,Denied,ADJ014
CL001726,C00799,2024-03-28,23418.0,Theft,Denied,ADJ022
CL001727,C00133,2021-11-21,9271.94,Collision,Open,ADJ025
CL001728,C00093,2024-06-22,11816.29,Medical,Under Review,ADJ050
CL001729,C00785,2023-05-27,18353.48,Theft,Closed,ADJ024
CL001730,C00549,2024-03-18,3377.38,Property,Denied,ADJ026
CL001731,C00881,2024-04-16,10908.4,Medical,Closed,ADJ024
CL001732,C00340,2020-12-26,6494.23,Theft,Closed,ADJ001
CL001733,C00037,2022-10-02,12759.49,Theft,Open,ADJ033
CL001734,C00408,2024-10-22,11974.48,Collision,Closed,ADJ019
CL001735,C00309,2024-06-18,851.54,Property,Open,ADJ018
CL001736,C00768,2024-04-19,5236.93,Liability,Closed,ADJ048
CL001737,C00898,2024-11-04,4414.98,Collision,Open,ADJ005
CL001738,C00517,2022-02-07,10970.64,Liability,Open,ADJ001
CL001739,C00761,2025-06-20,12538.65,Theft,Closed,ADJ007
CL001740,C00754,2024-01-23,9028.84,Liability,Closed,ADJ039
CL001741,C00880,2025-06-24,5026.75,Medical,Approved,ADJ033
CL001742,C00762,2023-10-14,839.76,Medical,Approved,ADJ013
CL001743,C00103,2025-06-19,4331.91,Theft,Approved,ADJ025
CL001744,C00299,2021-11-22,6728.25,Property,Approved,ADJ036
CL001745,C00286,2024-12-30,18078.12,Theft,Denied,ADJ016
CL001746,C00392,2022-11-15,749.58,Liability,Approved,ADJ024
CL001747,C00782,2022-03-09,8425.43,Collision,Approved,ADJ015
CL001748,C00592,2025-08-07,27777.68,Property,Approved,ADJ024
CL001749,C00489,2024-09-14,8665.72,Medical,Under Review,ADJ010
CL001750,C00830,2023-05-20,15256.34,Theft,Closed,ADJ014
CL001751,C00886,2024-12-20,14160.35,Theft,Closed,ADJ006
CL001752,C00145,2022-06-13,6346.33,Liability,Denied,ADJ047
CL001753,C00860,2023-11-24,15100.32,Liability,Under Review,ADJ027
CL001754,C00319,2024-11-13,11237.41,Property,Open,ADJ021
CL001755,C00706,2024-11-22,8697.03,Liability,Open,ADJ018
CL001756,C00707,2025-01-25,3533.75,Theft,Approved,ADJ035
CL001757,C00512,2025-04-22,5038.73,Property,Under Review,ADJ030
CL001758,C00726,2024-02-24,15418.14,Collision,Open,ADJ028
CL001759,C00717,2023-10-07,1623.81,Property,Open,ADJ011
CL001760,C00533,2023-08-16,18908.26,Liability,Open,ADJ003
CL001761,C00907,2025-01-01,6650.64,Property,Denied,ADJ032
CL001762,C00144,2022-11-03,11360.4,Theft,Approved,ADJ026
CL001763,C00010,2024-08-09,9295.89,Medical,Under Review,ADJ034
CL001764,C00331,2022-10-15,17628.82,Property,Closed,ADJ019
CL001765,C00536,2023-08-09,24024.9,Medical,Denied,ADJ039
CL001766,C00258,2022-10-31,7345.6,Property,Under Review,ADJ048
CL001767,C00738,2025-05-14,14944.7,Property,Closed,ADJ034
CL001768,C00733,2024-11-19,12526.42,Collision,Under Review,ADJ027
CL001769,C00184,2023-09-01,4199.79,Collision,Under Review,ADJ045
CL001770,C00193,2023-11-12,3389.38,Collision,Denied,ADJ030
CL001771,C00339,2025-04-08,1873.36,Theft,Approved,ADJ039
CL001772,C00161,2021-11-18,1468.19,Theft,Closed,ADJ023
CL001773,C00644,2025-02-04,1193.1,Medical,Approved,ADJ038
CL001774,C00747,2023-08-17,10480.97,Liability,Under Review,ADJ036
CL001775,C00555,2025-04-03,9803.19,Property,Open,ADJ038
CL001776,C00157,2025-08-11,3421.14,Property,Under Review,ADJ037
CL001777,C00105,2024-06-21,2337.21,Theft,Denied,ADJ042
CL001778,C00785,2024-08-18,12563.37,Theft,Denied,ADJ018
CL001779,C00990,2024-12-26,28944.16,Liability,Closed,ADJ011
CL001780,C00003,2025-05-28,29517.57,Collision,Denied,ADJ010
CL001781,C00147,2023-12-25,6862.32,Medical,Open,ADJ004
CL001782,C00141,2025-05-07,7919.73,Liability,Approved,ADJ043
CL001783,C00484,2024-07-18,10487.56,Collision,Closed,ADJ036
CL001784,C00403,2025-02-09,5970.99,Liability,Approved,ADJ023
CL001785,C00320,2023-01-25,23003.62,Collision,Denied,ADJ014
CL001786,C00979,2022-05-22,2908.69,Medical,Closed,ADJ028
CL001787,C00574,2024-05-25,6903.88,Medical,Open,ADJ036
CL001788,C00922,2025-01-04,6813.49,Medical,Closed,ADJ002
CL001789,C00887,2024-05-21,5802.46,Liability,Under Review,ADJ047
CL001790,C00435,2024-08-16,7414.87,Property,Approved,ADJ024
CL001791,C00184,2022-06-28,35014.22,Property,Approved,ADJ024
CL001792,C00539,2025-07-02,6938.42,Medical,Open,ADJ024
CL001793,C00938,2024-01-05,4179.52,Collision,Denied,ADJ018
CL001794,C00035,2025-03-03,21169.73,Liability,Open,ADJ045
CL001795,C00722,2024-06-21,8860.36,Theft,Open,ADJ046
CL001796,C00950,2022-06-12,7326.73,Theft,Approved,ADJ032
CL001797,C00178,2024-02-23,7365.0,Theft,Open,ADJ003
CL001798,C00379,2025-07-15,2198.26,Property,Closed,ADJ009
CL001799,C00085,2025-04-14,6583.8,Collision,Open,ADJ029
CL001800,C00653,2024-12-13,10803.57,Medical,Open,ADJ035
CL001801,C00285,2024-03-29,14759.35,Property,Denied,ADJ048
CL001802,C00018,2024-02-04,5323.64,Medical,Closed,ADJ038
CL001803,C00740,2024-12-28,14192.36,Theft,Open,ADJ043
CL001804,C00413,2023-10-28,6537.49,Collision,Open,ADJ013
CL001805,C00845,2023-09-21,11538.75,Property,Under Review,ADJ006
CL001806,C00177,2023-12-06,6929.28,Medical,Denied,ADJ013
CL001807,C00706,2024-09-12,7829.25,Property,Open,ADJ020
CL001808,C00281,2025-03-06,13957.82,Liability,Denied,ADJ045
CL001809,C00089,2024-04-06,8709.74,Liability,Open,ADJ008
CL001810,C00941,2023-01-14,1813.14,Collision,Closed,ADJ021
CL001811,C00606,2024-07-25,9586.06,Collision,Closed,ADJ001
CL001812,C00223,2024-01-24,9750.21,Liability,Open,ADJ047
CL001813,C00966,2022-03-16,4077.62,Property,Closed,ADJ020
CL001814,C00055,2024-09-01,6000.0,Medical,Closed,ADJ018
CL001815,C00144,2023-12-15,8693.08,Liability,Closed,ADJ013
CL001816,C00280,2024-06-02,22325.29,Medical,Under Review,ADJ045
CL001817,C00451,2025-02-19,4335.9,Liability,Under Review,ADJ038
CL001818,C00373,2024-10-14,11905.25,Liability,Closed,ADJ003
CL001819,C00973,2024-03-06,12603.5,Liability,Closed,ADJ035
CL001820,C00583,2023-07-16,7827.92,Medical,Under Review,ADJ014
CL001821,C00351,2025-03-31,21330.04,Medical,Open,ADJ033
CL001822,C00792,2022-07-26,3555.47,Property,Approved,ADJ017
CL001823,C00033,2025-03-13,27971.83,Property,Approved,ADJ009
CL001824,C00479,2022-06-26,9008.9,Medical,Denied,ADJ025
CL001825,C00675,2023-05-27,9031.67,Collision,Under Review,ADJ045
CL001826,C00108,2025-04-15,9627.35,Collision,Closed,ADJ027
CL001827,C00487,2025-03-17,5353.33,Collision,Closed,ADJ023
CL001828,C00314,2024-05-16,2859.81,Theft,Closed,ADJ049
CL001829,C00023,2023-11-16,6865.63,Theft,Approved,ADJ038
CL001830,C00590,2025-07-22,10570.23,Liability,Approved,ADJ016
CL001831,C00259,2025-02-04,23087.04,Liability,Approved,ADJ020
CL001832,C00042,2023-07-07,14576.1,Property,Denied,ADJ007
CL001833,C00432,2025-06-22,6675.47,Medical,Denied,ADJ026
CL001834,C00608,2022-08-01,914.05,Theft,Closed,ADJ020
CL001835,C00908,2025-03-26,9154.34,Theft,Closed,ADJ037
CL001836,C00770,2024-04-08,2523.46,Medical,Open,ADJ006
CL001837,C00317,2023-08-29,19691.82,Medical,Approved,ADJ026
CL001838,C00170,2025-05-26,7178.52,Property,Closed,ADJ012
CL001839,C00309,2023-04-19,4959.14,Property,Closed,ADJ014
CL001840,C00448,2024-09-01,1807.42,Property,Closed,ADJ044
CL001841,C00569,2024-09-12,12762.19,Medical,Open,ADJ031
CL001842,C00164,2025-07-17,10836.1,Liability,Closed,ADJ031
CL001843,C00685,2025-04-04,5956.23,Liability,Closed,ADJ049
CL001844,C00939,2025-07-25,3076.99,Property,Approved,ADJ050
CL001845,C00335,2024-02-19,13521.31,Liability,Denied,ADJ026
CL001846,C00547,2025-02-11,1539.02,Liability,Denied,ADJ002
CL001847,C00228,2025-03-21,13341.03,Property,Closed,ADJ024
CL001848,C00371,2024-11-21,12610.16,Theft,Denied,ADJ049
CL001849,C00408,2024-08-18,13761.5,Property,Closed,ADJ032
CL001850,C00193,2024-12-06,1141.59,Medical,Approved,ADJ006
CL001851,C00348,2024-11-08,10195.11,Property,Under Review,ADJ020
CL001852,C00397,2024-07-24,10291.46,Liability,Open,ADJ017
CL001853,C00982,2025-08-08,24097.3,Liability,Denied,ADJ007
CL001854,C00477,2023-10-27,12190.32,Medical,Open,ADJ042
CL001855,C00884,2023-09-17,14683.21,Property,Under Review,ADJ009
CL001856,C00589,2022-08-24,7851.07,Liability,Open,ADJ032
CL001857,C00670,2025-08-07,14418.86,Liability,Approved,ADJ050
CL001858,C00056,2022-11-29,8604.79,Collision,Denied,ADJ029
CL001859,C00515,2025-06-24,5905.97,Liability,Under Review,ADJ035
CL001860,C00996,2025-02-09,13234.15,Liability,Denied,ADJ049
CL001861,C00393,2024-02-08,20729.02,Collision,Under Review,ADJ046
CL001862,C00605,2025-01-09,4238.63,Theft,Denied,ADJ047
CL001863,C00894,2023-01-28,10990.55,Medical,Open,ADJ008
CL001864,C00889,2023-11-05,7599.51,Medical,Open,ADJ039
CL001865,C00703,2024-05-22,11274.6,Medical,Open,ADJ035
CL001866,C00274,2024-06-25,3091.56,Medical,Approved,ADJ002
CL001867,C00458,2023-08-25,11122.43,Theft,Open,ADJ023
CL001868,C00750,2024-07-12,1030.88,Liability,Closed,ADJ012
CL001869,C00087,2025-08-09,8257.29,Property,Closed,ADJ041
CL001870,C00506,2024-05-05,6750.96,Medical,Under Review,ADJ030
CL001871,C00706,2024-02-25,9450.0,Theft,Denied,ADJ030
CL001872,C00042,2024-07-24,1609.77,Medical,Open,ADJ010
CL001873,C00624,2025-03-12,14664.23,Collision,Approved,ADJ033
CL001874,C00743,2023-10-25,1642.09,Medical,Approved,ADJ026
CL001875,C00023,2023-05-03,3166.99,Medical,Open,ADJ028
CL001876,C00989,2023-07-02,3701.6,Medical,Under Review,ADJ040
CL001877,C00527,2025-06-24,8317.79,Property,Open,ADJ024
CL001878,C00588,2023-10-04,7357.32,Liability,Under Review,ADJ048
CL001879,C00706,2024-04-13,11785.48,Medical,Denied,ADJ043
CL001880,C00047,2025-07-16,9267.03,Property,Under Review,ADJ018
CL001881,C00006,2025-04-25,6404.15,Collision,Approved,ADJ043
CL001882,C00133,2021-09-13,4484.15,Liability,Denied,ADJ041
CL001883,C00326,2025-07-13,1908.64,Property,Open,ADJ046
CL001884,C00333,2025-03-16,3705.34,Theft,Under Review,ADJ047
CL001885,C00730,2024-10-22,9335.08,Liability,Denied,ADJ027
CL001886,C00651,2024-09-24,9130.85,Theft,Approved,ADJ031
CL001887,C00953,2023-04-07,8586.03,Medical,Under Review,ADJ021
CL001888,C00355,2025-06-12,12428.12,Property,Approved,ADJ048
CL001889,C00511,2025-08-04,7811.25,Liability,Under Review,ADJ026
CL001890,C00034,2024-11-15,10080.13,Theft,Open,ADJ041
CL001891,C00499,2021-05-03,8639.22,Medical,Open,ADJ014
CL001892,C00766,2025-04-03,14780.59,Medical,Under Review,ADJ019
CL001893,C00769,2025-05-10,11029.95,Collision,Closed,ADJ040
CL001894,C00599,2025-06-13,2917.65,Medical,Denied,ADJ028
CL001895,C00426,2024-04-18,22758.92,Medical,Denied,ADJ048
CL001896,C00503,2023-05-21,14850.36,Liability,Denied,ADJ009
CL001897,C00388,2023-09-09,9303.27,Collision,Open,ADJ026
CL001898,C00224,2024-04-03,3563.92,Collision,Denied,ADJ019
CL001899,C00183,2022-10-17,13040.95,Liability,Denied,ADJ027
CL001900,C00361,2024-01-14,11393.57,Liability,Denied,ADJ018
CL001901,C00328,2023-03-10,11672.25,Collision,Under Review,ADJ033
CL001902,C00549,2021-03-18,8221.37,Property,Approved,ADJ032
CL001903,C00775,2023-03-08,7226.75,Liability,Closed,ADJ012
CL001904,C00410,2021-07-25,4681.91,Theft,Under Review,ADJ049
CL001905,C00476,2023-06-28,21865.75,Collision,Approved,ADJ038
CL001906,C00669,2024-03-17,6562.45,Liability,Approved,ADJ013
CL001907,C00652,2025-08-11,921.09,Property,Closed,ADJ040
CL001908,C00635,2024-08-15,7798.74,Collision,Denied,ADJ037
CL001909,C00750,2024-08-22,6427.24,Collision,Under Review,ADJ040
CL001910,C00256,2024-03-17,2913.65,Liability,Open,ADJ024
CL001911,C00024,2023-12-30,26869.33,Liability,Denied,ADJ033
CL001912,C00885,2025-03-20,7961.07,Liability,Under Review,ADJ047
CL001913,C00896,2024-11-02,3970.07,Liability,Closed,ADJ021
CL001914,C00136,2022-04-11,4748.24,Collision,Closed,ADJ037
CL001915,C00473,2021-04-08,15631.37,Liability,Closed,ADJ012
CL001916,C00997,2025-03-08,7190.39,Collision,Denied,ADJ022
CL001917,C00894,2024-09-23,22968.0,Liability,Open,ADJ001
CL001918,C00767,2025-07-03,968.68,Liability,Denied,ADJ031
CL001919,C00883,2025-06-04,6087.08,Liability,Under Review,ADJ046
CL001920,C00551,2025-06-20,2254.24,Theft,Denied,ADJ046
CL001921,C00025,2023-07-15,6858.56,Collision,Under Review,ADJ026
CL001922,C00849,2024-09-28,12423.58,Collision,Under Review,ADJ026
CL001923,C00734,2025-07-15,29697.23,Liability,Approved,ADJ008
CL001924,C00107,2023-09-02,2616.76,Medical,Denied,ADJ049
CL001925,C00811,2022-12-24,2120.86,Property,Under Review,ADJ027
CL001926,C00673,2024-02-24,13096.67,Liability,Closed,ADJ017
CL001927,C00100,2024-10-23,11594.61,Liability,Approved,ADJ049
CL001928,C00251,2025-05-05,11476.22,Medical,Under Review,ADJ045
CL001929,C00456,2025-03-20,5294.59,Liability,Under Review,ADJ037
CL001930,C00282,2023-11-28,9119.21,Property,Closed,ADJ034
CL001931,C00296,2022-07-12,876.14,Medical,Denied,ADJ024
CL001932,C00731,2025-07-12,4722.67,Property,Denied,ADJ041
CL001933,C00313,2024-02-22,7391.63,Liability,Under Review,ADJ010
CL001934,C00762,2023-02-16,12175.38,Property,Closed,ADJ039
CL001935,C00300,2025-02-04,12957.64,Medical,Closed,ADJ002
CL001936,C00872,2021-06-17,3569.1,Medical,Closed,ADJ038
CL001937,C00013,2023-07-15,9465.62,Theft,Approved,ADJ031
CL001938,C00634,2025-06-24,13550.06,Medical,Closed,ADJ038
CL001939,C00874,2023-06-11,7765.88,Theft,Under Review,ADJ025
CL001940,C00887,2023-08-06,13928.19,Property,Denied,ADJ031
CL001941,C00180,2025-01-17,14132.84,Collision,Under Review,ADJ015
CL001942,C00317,2024-01-28,5764.13,Theft,Open,ADJ042
CL001943,C00202,2023-10-07,11107.93,Collision,Denied,ADJ015
CL001944,C00760,2022-11-03,3436.68,Collision,Approved,ADJ041
CL001945,C00102,2025-07-03,14304.41,Theft,Open,ADJ018
CL001946,C00567,2024-07-15,14444.01,Theft,Open,ADJ004
CL001947,C00458,2024-11-20,15237.39,Medical,Closed,ADJ045
CL001948,C00959,2025-08-11,17340.41,Liability,Closed,ADJ003
CL001949,C00624,2024-07-29,4353.57,Medical,Open,ADJ048
CL001950,C00195,2023-12-25,26914.6,Property,Denied,ADJ020
